PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
140,3,male,59.0,0,1,42.33,S,2.0,0,0
141,3,male,27.0,0,0,32.47,S,1.0,1,0
142,2,female,28.0,0,0,68.59,S,1.0,1,1
143,2,male,11.0,2,0,85.39,S,3.0,0,1
144,2,male,42.0,0,1,82.79,S,2.0,0,0
145,2,male,42.0,1,0,72.1,S,2.0,0,1
146,1,male,40.0,0,0,243.31124999999997,S,1.0,1,1
147,3,male,22.0,2,0,59.62,S,3.0,0,0
148,3,male,21.0,0,0,26.3,C,1.0,1,0
149,1,male,13.0,0,0,243.31124999999997,S,1.0,1,1
150,2,female,31.0,3,0,49.05,S,4.0,0,0
151,3,female,16.0,1,0,16.23,S,2.0,0,1
152,1,female,15.0,0,1,170.83,S,2.0,0,1
153,1,male,24.0,0,0,106.83,Q,1.0,1,1
154,2,male,24.0,1,2,72.86,C,4.0,0,0
155,3,male,23.0,2,0,58.04,S,3.0,0,0
156,1,female,36.0,0,0,106.86,S,1.0,1,1
157,3,female,31.0,0,0,18.61,C,1.0,1,1
158,3,male,26.0,1,0,38.96,C,2.0,0,0
159,1,male,32.0,0,0,243.31124999999997,S,1.0,1,1
160,3,female,17.0,1,1,8.97,S,3.0,0,0
161,2,male,31.0,0,0,65.03,C,1.0,1,0
162,3,female,32.0,3,1,28.36,C,5.0,0,1
163,3,female,10.0,1,0,33.5,S,2.0,0,1
164,3,male,43.0,1,0,14.72,S,2.0,0,0
165,1,female,19.0,0,0,243.31124999999997,S,1.0,1,1
166,3,male,31.0,0,2,25.23,S,3.0,0,0
167,2,female,45.0,0,0,111.77,S,1.0,1,1
168,1,female,42.0,1,1,123.97,S,3.0,0,1
169,1,female,30.0,1,0,195.34,C,2.0,0,1
170,3,male,25.0,0,0,48.04,S,1.0,1,0
171,3,male,42.0,1,0,11.35,S,2.0,0,0
172,1,male,39.0,1,1,179.94,C,3.0,0,1
173,3,female,22.0,0,1,13.74,S,2.0,0,1
174,1,female,20.0,0,0,243.31124999999997,C,1.0,1,1
175,3,male,3.0,1,1,46.76,C,3.0,0,0
176,1,male,32.0,0,0,197.03,S,1.0,1,0
177,3,male,29.0,1,2,6.7,S,4.0,0,0
178,2,female,45.0,0,1,84.19,C,2.0,0,1
179,3,male,35.0,4,1,52.04,S,6.0,0,0
180,1,male,47.0,0,1,243.31124999999997,S,2.0,0,1
181,2,male,21.0,0,0,109.17,C,1.0,1,1
182,1,male,45.0,0,0,133.27,S,1.0,1,1
183,3,female,23.0,0,0,46.66,S,1.0,1,1
184,3,male,40.0,0,0,19.07,S,1.0,1,0
185,2,male,11.0,0,0,47.64,S,1.0,1,1
186,3,male,33.0,3,0,22.3,S,4.0,0,0
187,3,male,4.0,3,0,17.41,S,4.0,0,0
188,3,female,27.0,0,0,58.33,S,1.0,1,1
189,3,male,36.0,1,0,55.19,S,2.0,0,0
190,1,female,23.0,0,0,243.31124999999997,C,1.0,1,1
191,1,female,16.0,1,1,105.42,S,3.0,0,1
192,3,male,41.0,1,0,45.03,S,2.0,0,0
193,3,male,29.0,0,1,19.06,S,2.0,0,0
194,3,male,24.0,1,0,14.27,C,2.0,0,0
195,2,female,31.0,1,0,46.93,S,2.0,0,1
196,2,male,62.375,0,0,104.14,S,1.0,1,1
197,3,male,45.0,2,0,10.36,Q,3.0,0,0
198,3,female,45.0,2,0,36.45,C,3.0,0,1
199,3,male,36.0,0,0,5.84,S,1.0,1,0
200,3,female,32.0,1,0,54.05,C,2.0,0,1
201,3,female,1.0,4,0,55.64,Q,5.0,0,1
202,1,male,21.0,0,1,243.31124999999997,C,2.0,0,1
203,1,male,24.0,0,0,107.79,S,1.0,1,1
204,3,male,6.0,0,0,19.02,S,1.0,1,0
205,3,male,15.0,2,0,45.93,S,3.0,0,0
206,1,female,4.0,1,0,162.35,S,2.0,0,1
207,1,male,30.0,0,2,243.31124999999997,S,3.0,0,1
208,3,male,41.0,4,0,30.62,S,5.0,0,0
209,1,male,44.0,1,0,243.31124999999997,S,2.0,0,0
210,1,female,35.0,2,0,181.12,S,3.0,0,1
211,3,male,17.0,0,0,27.32,S,1.0,1,0
212,3,female,5.0,0,0,57.35,S,1.0,1,1
213,3,female,7.0,1,2,19.23,S,4.0,0,1
214,1,male,14.0,0,0,138.95,S,1.0,1,1
215,3,male,18.0,1,0,57.33,Q,2.0,0,0
216,1,male,28.0,1,0,124.96,C,2.0,0,1
217,2,male,17.0,0,0,115.86,S,1.0,1,1
218,3,male,34.0,2,0,8.23,S,3.0,0,0
219,3,female,27.0,0,0,57.42,S,1.0,1,0
220,3,female,30.0,0,0,15.31,S,1.0,1,1
221,3,female,45.0,0,0,58.9,S,1.0,1,0
222,3,male,15.0,0,0,14.66,S,1.0,1,0
223,1,female,35.0,0,0,243.31124999999997,S,1.0,1,1
224,2,female,30.0,1,0,100.08,S,2.0,0,1
225,2,male,26.0,1,0,97.36,S,2.0,0,0
226,1,female,42.0,0,0,243.31124999999997,C,1.0,1,1
227,3,male,41.0,1,0,58.09,C,2.0,0,0
228,2,male,18.0,0,2,105.23,S,3.0,0,1
229,3,female,28.0,0,1,40.93,C,2.0,0,1
230,3,male,34.0,1,3,12.56,Q,5.0,0,0
231,3,male,26.0,1,2,50.34,C,4.0,0,0
232,3,male,38.0,1,1,34.84,C,3.0,0,0
233,3,male,34.0,0,2,58.87,Q,3.0,0,0
234,2,male,54.0,1,1,47.47,S,3.0,0,1
235,1,male,10.0,1,1,243.31124999999997,S,3.0,0,1
236,3,female,28.0,3,0,24.03,Q,4.0,0,1
237,2,male,18.0,0,0,110.19,S,1.0,1,0
238,1,male,38.0,0,1,126.22,C,2.0,0,1
239,3,female,9.0,1,0,47.81,C,2.0,0,1
240,1,female,35.0,4,1,135.68,S,6.0,0,1
241,3,male,22.0,0,0,36.92,S,1.0,1,0
242,3,male,20.0,0,0,56.27,S,1.0,1,0
243,3,male,11.0,0,1,10.93,S,2.0,0,0
244,2,male,24.0,0,2,68.67,S,3.0,0,0
245,1,male,44.0,0,0,232.74,S,1.0,1,1
246,3,male,30.0,0,1,22.34,S,2.0,0,0
247,2,male,38.0,0,1,57.93,S,2.0,0,0
248,3,male,52.0,0,0,35.0,S,1.0,1,0
249,3,male,33.0,0,0,59.23,C,1.0,1,0
250,3,male,23.0,0,0,53.9,C,1.0,1,0
251,2,male,36.0,0,0,76.22,S,1.0,1,1
252,2,male,23.0,3,0,62.22,S,4.0,0,1
253,3,male,23.0,0,0,19.4,Q,1.0,1,0
254,2,female,10.0,1,0,119.27,S,2.0,0,1
255,1,male,42.0,0,1,243.31124999999997,S,2.0,0,1
256,3,male,25.0,2,0,48.41,S,3.0,0,0
257,3,female,32.0,0,0,29.74,S,1.0,1,0
258,3,male,17.0,0,0,10.67,S,1.0,1,0
259,3,male,36.0,0,1,23.3,S,2.0,0,0
260,1,male,20.0,1,1,243.31124999999997,S,3.0,0,1
261,3,female,28.0,0,0,48.0,S,1.0,1,0
262,3,male,41.0,0,2,43.53,S,3.0,0,1
263,1,male,40.0,0,1,172.81,S,2.0,0,1
264,3,female,30.0,1,1,39.18,S,3.0,0,1
265,3,male,7.0,0,1,53.08,S,2.0,0,0
266,3,male,62.375,0,0,43.36,C,1.0,1,0
267,3,female,53.0,0,0,33.11,S,1.0,1,0
268,3,male,39.0,0,0,22.15,S,1.0,1,0
269,2,male,20.0,2,0,104.76,S,3.0,0,1
270,2,female,29.0,0,0,51.35,C,1.0,1,1
271,3,female,23.0,0,2,52.05,C,3.0,0,1
272,3,female,46.0,2,0,48.06,S,3.0,0,1
273,3,female,33.0,1,2,49.89,S,4.0,0,1
274,3,male,20.0,0,0,59.44,S,1.0,1,0
275,3,male,24.0,2,0,46.18,S,3.0,0,0
276,3,female,45.0,0,0,6.87,C,1.0,1,1
277,3,female,51.0,0,0,16.3,S,1.0,1,0
278,3,female,50.0,4,3,6.94,S,6.0,0,1
279,3,male,40.0,3,1,15.45,S,5.0,0,0
280,3,female,27.0,0,0,8.38,S,1.0,1,1
281,3,male,1.0,0,2,32.59,S,3.0,0,0
282,2,male,34.0,0,1,93.55,S,2.0,0,0
283,2,female,30.0,0,0,110.4,S,1.0,1,1
284,1,male,32.0,0,0,218.38,S,1.0,1,1
285,3,male,31.0,0,0,46.17,S,1.0,1,0
286,1,male,13.0,3,0,243.31124999999997,S,4.0,0,1
287,2,male,37.0,2,1,90.89,S,4.0,0,0
288,3,female,38.0,0,0,34.21,S,1.0,1,1
289,2,female,39.0,0,0,41.37,C,1.0,1,1
290,3,male,42.0,0,0,32.16,S,1.0,1,0
291,1,female,38.0,0,2,243.31124999999997,S,3.0,0,1
292,1,female,25.0,0,1,155.71,C,2.0,0,1
293,3,female,29.0,1,0,17.83,C,2.0,0,1
294,2,female,31.0,0,0,74.09,C,1.0,1,1
295,1,male,31.0,2,0,243.31124999999997,S,3.0,0,1
296,3,female,43.0,1,1,36.32,S,3.0,0,1
297,3,male,38.0,0,0,19.9,S,1.0,1,0
298,1,male,57.0,0,1,218.76,S,2.0,0,1
299,3,male,59.0,1,2,10.28,S,4.0,0,1
300,1,female,31.0,2,0,243.31124999999997,C,3.0,0,1
301,1,male,1.0,1,0,224.25,S,2.0,0,1
302,3,female,46.0,0,0,8.61,S,1.0,1,0
303,3,male,23.0,0,0,14.16,S,1.0,1,0
304,3,male,20.0,0,0,36.96,S,1.0,1,0
305,3,male,25.0,4,0,17.78,C,5.0,0,1
306,3,male,24.0,1,0,56.39,S,2.0,0,0
307,3,male,38.0,1,0,46.56,S,2.0,0,0
308,2,male,10.0,0,2,117.2,S,3.0,0,1
309,3,male,16.0,1,0,5.34,C,2.0,0,0
310,2,male,34.0,0,0,116.33,C,1.0,1,0
311,2,female,38.0,0,1,51.28,S,2.0,0,1
312,1,male,38.0,0,0,195.24,S,1.0,1,1
313,1,male,20.0,3,1,123.94,S,5.0,0,1
314,3,male,17.0,1,1,12.86,Q,3.0,0,0
315,3,male,23.0,0,0,42.14,S,1.0,1,0
316,3,male,33.0,2,0,29.77,S,3.0,0,0
317,2,female,49.0,0,0,40.57,S,1.0,1,1
318,1,male,3.0,0,0,243.31124999999997,C,1.0,1,1
319,1,female,27.0,0,0,243.31124999999997,C,1.0,1,1
320,2,male,13.0,0,2,94.67,S,3.0,0,1
321,3,female,9.0,0,0,20.61,S,1.0,1,1
322,3,female,43.0,0,0,45.43,S,1.0,1,0
323,3,male,37.0,1,2,15.07,S,4.0,0,0
324,2,male,36.0,0,1,71.44,S,2.0,0,0
325,3,female,42.0,1,0,45.97,C,2.0,0,1
326,3,male,24.0,0,0,41.31,C,1.0,1,0
327,3,female,24.0,1,0,19.88,Q,2.0,0,1
328,3,female,58.0,1,2,11.72,S,4.0,0,1
329,2,male,27.0,1,0,66.76,S,2.0,0,0
330,1,male,40.0,0,2,106.42,C,3.0,0,1
331,2,female,30.0,1,0,45.87,S,2.0,0,1
332,3,female,6.0,0,1,11.32,S,2.0,0,1
333,1,female,3.0,2,0,163.21,S,3.0,0,1
334,1,female,22.0,0,3,131.63,Q,4.0,0,1
335,1,male,44.0,0,2,243.31124999999997,C,3.0,0,1
336,1,male,40.0,0,0,156.53,S,1.0,1,1
337,3,female,42.0,1,1,34.89,S,3.0,0,1
338,3,male,17.0,0,1,9.97,C,2.0,0,0
339,2,male,51.0,3,2,42.75,C,6.0,0,0
340,1,female,17.0,4,0,179.65,S,5.0,0,1
341,2,male,33.0,1,0,70.89,S,2.0,0,1
342,2,male,30.0,0,1,67.17,S,2.0,0,1
343,1,female,28.0,1,1,243.31124999999997,S,3.0,0,1
344,2,female,47.0,0,0,111.6,Q,1.0,1,1
345,2,male,21.0,0,1,41.52,S,2.0,0,0
346,3,male,12.0,2,0,11.53,S,3.0,0,0
347,3,female,30.0,3,1,20.44,S,5.0,0,0
348,1,female,25.0,3,0,243.31124999999997,S,4.0,0,1
349,2,male,62.375,0,0,73.61,S,1.0,1,0
350,3,male,39.0,0,0,58.25,C,1.0,1,0
351,3,male,25.0,0,0,40.06,S,1.0,1,0
352,3,male,16.0,0,0,24.29,S,1.0,1,0
353,3,female,6.0,0,0,43.14,S,1.0,1,1
354,1,male,17.0,0,0,243.31124999999997,C,1.0,1,1
355,1,male,31.0,1,0,141.95,C,2.0,0,1
356,3,male,49.0,1,1,18.41,S,3.0,0,0
357,1,female,45.0,1,0,243.31124999999997,S,2.0,0,1
358,3,male,33.0,1,0,9.14,S,2.0,0,0
359,3,male,26.0,0,0,28.11,S,1.0,1,0
360,3,male,33.0,0,2,39.0,S,3.0,0,0
361,2,male,23.0,1,1,118.87,C,3.0,0,0
362,3,female,52.0,0,0,49.57,S,1.0,1,0
363,2,male,28.0,0,1,85.41,Q,2.0,0,0
364,3,male,29.0,0,3,9.83,S,4.0,0,0
365,3,male,1.0,0,0,32.12,S,1.0,1,0
366,2,male,27.0,1,2,116.12,S,4.0,0,1
367,3,male,41.0,2,0,49.25,S,3.0,0,0
368,3,female,16.0,2,0,19.65,S,3.0,0,1
369,1,male,20.0,0,0,243.31124999999997,C,1.0,1,1
370,1,female,40.0,0,0,243.31124999999997,S,1.0,1,1
371,1,male,11.0,2,0,195.07,S,3.0,0,1
372,1,female,44.0,0,0,243.31124999999997,C,1.0,1,1
373,1,male,23.0,0,0,243.31124999999997,Q,1.0,1,1
374,3,male,25.0,2,0,53.19,S,3.0,0,0
375,1,male,15.0,1,0,216.83,C,2.0,0,1
376,2,male,35.0,2,0,114.06,S,3.0,0,1
377,3,male,62.0,0,0,44.97,S,1.0,1,0
378,1,female,40.0,0,3,243.31124999999997,S,4.0,0,1
379,3,male,19.0,2,0,15.91,Q,3.0,0,0
380,2,female,45.0,0,0,50.94,S,1.0,1,1
381,1,female,26.0,1,0,173.22,S,2.0,0,1
382,3,male,48.0,0,0,59.4,S,1.0,1,0
383,3,female,40.0,1,0,12.41,S,2.0,0,0
384,3,female,1.0,1,0,24.59,S,2.0,0,1
385,3,male,17.0,0,1,22.12,S,2.0,0,0
386,3,male,42.0,0,0,53.41,S,1.0,1,0
387,2,male,32.0,1,0,40.83,S,2.0,0,0
388,1,male,17.0,1,0,194.28,S,2.0,0,1
389,3,male,22.0,0,1,12.86,S,2.0,0,0
390,3,male,5.0,2,1,47.65,S,4.0,0,0
391,3,female,29.0,0,0,18.07,S,1.0,1,1
392,2,male,59.0,0,0,109.78,C,1.0,1,1
393,2,male,40.0,0,2,113.39,S,3.0,0,0
394,3,male,58.0,3,0,26.53,S,4.0,0,0
395,2,male,41.0,0,0,61.8,C,1.0,1,1
396,3,female,43.0,0,0,12.35,S,1.0,1,1
397,3,female,56.0,1,0,54.31,S,2.0,0,1
398,2,male,35.0,0,2,52.34,Q,3.0,0,1
399,3,male,28.0,0,3,10.46,S,4.0,0,0
400,3,male,43.0,0,1,18.48,S,2.0,0,0
401,1,female,49.0,1,0,241.06,Q,2.0,0,1
402,3,male,24.0,0,0,9.7,S,1.0,1,0
403,3,male,21.0,2,0,49.88,S,3.0,0,0
404,3,female,32.0,2,3,54.06,S,6.0,0,1
405,2,female,41.0,1,1,90.26,S,3.0,0,1
406,3,male,40.0,1,0,21.16,S,2.0,0,0
407,2,male,11.0,0,0,115.73,S,1.0,1,1
408,1,male,55.0,0,0,243.31124999999997,C,1.0,1,1
409,3,female,22.0,1,3,47.9,Q,5.0,0,1
410,1,male,27.0,2,0,243.31124999999997,S,3.0,0,1
411,2,male,18.0,0,0,93.08,C,1.0,1,0
412,3,female,62.375,0,0,42.78,S,1.0,1,0
413,3,male,33.0,0,0,12.42,S,1.0,1,0
414,3,female,19.0,0,2,33.09,Q,3.0,0,0
415,3,female,41.0,0,3,38.71,S,4.0,0,1
416,2,male,40.0,0,2,54.16,S,3.0,0,0
417,2,female,28.0,0,1,83.5,S,2.0,0,1
418,2,female,41.0,0,0,116.62,S,1.0,1,1
419,3,male,19.0,0,0,28.13,S,1.0,1,0
420,3,female,24.0,1,0,53.83,S,2.0,0,1
421,3,female,4.0,2,1,34.26,C,4.0,0,1
422,3,female,13.0,3,0,46.17,S,4.0,0,1
423,1,male,53.0,0,0,243.31124999999997,S,1.0,1,1
424,2,male,51.0,0,0,82.6,S,1.0,1,0
425,1,male,31.0,3,0,122.76,S,4.0,0,1
426,3,male,52.0,1,1,22.26,Q,3.0,0,0
427,2,male,28.0,0,2,54.22,Q,3.0,0,0
428,3,female,27.0,0,0,53.47,C,1.0,1,1
429,2,male,31.0,0,0,109.83,S,1.0,1,0
430,1,male,28.0,0,2,127.34,C,3.0,0,1
431,1,male,27.0,0,1,243.31124999999997,S,2.0,0,1
432,3,female,45.0,2,0,6.83,S,3.0,0,1
433,3,male,32.0,0,0,9.61,S,1.0,1,0
434,1,female,39.0,1,0,243.31124999999997,C,2.0,0,1
435,1,male,43.0,2,0,243.31124999999997,S,3.0,0,0
436,3,male,35.0,1,2,15.61,S,4.0,0,1
437,1,female,17.0,2,0,243.31124999999997,S,3.0,0,1
438,3,male,12.0,3,0,34.95,S,4.0,0,0
439,3,female,32.0,0,0,9.88,C,1.0,1,1
440,1,male,28.0,3,0,219.86,S,4.0,0,1
441,1,male,31.0,1,0,115.0,S,2.0,0,1
442,3,female,30.0,0,0,20.76,S,1.0,1,1
443,2,female,62.375,1,0,64.0,C,2.0,0,1
444,2,male,13.0,1,0,100.27,S,2.0,0,1
445,3,female,4.0,2,0,46.62,S,3.0,0,1
446,3,female,34.0,0,0,55.15,S,1.0,1,1
447,3,female,25.0,0,0,29.3,S,1.0,1,1
448,3,male,34.0,0,0,18.45,C,1.0,1,0
449,2,male,38.0,0,0,90.06,Q,1.0,1,0
450,1,female,47.0,0,0,119.69,S,1.0,1,1
451,3,female,10.0,0,3,5.07,S,4.0,0,1
452,3,female,23.0,1,2,40.78,S,4.0,0,1
453,2,female,36.0,0,0,65.66,S,1.0,1,1
454,3,male,40.0,0,1,16.57,S,2.0,0,0
455,1,male,59.0,0,0,243.31124999999997,S,1.0,1,1
456,2,female,42.0,0,0,97.88,C,1.0,1,1
457,1,female,29.0,0,0,243.31124999999997,C,1.0,1,1
458,2,male,18.0,0,0,80.09,C,1.0,1,0
459,1,male,23.0,0,0,131.7,S,1.0,1,1
460,1,male,22.0,0,0,129.83,C,1.0,1,0
461,1,male,39.0,0,1,243.31124999999997,S,2.0,0,1
462,3,female,33.0,0,0,45.12,S,1.0,1,1
463,3,female,13.0,0,0,41.72,C,1.0,1,1
464,3,female,24.0,0,0,17.46,Q,1.0,1,1
465,3,female,41.0,0,0,13.97,C,1.0,1,0
466,2,male,35.0,2,3,92.43,C,6.0,0,0
467,2,male,37.0,1,1,79.46,C,3.0,0,1
468,3,male,35.0,0,2,47.22,S,3.0,0,0
469,1,male,51.0,0,1,140.45,C,2.0,0,1
470,3,female,33.0,1,0,38.27,S,2.0,0,1
471,1,male,25.0,0,0,243.31124999999997,S,1.0,1,1
472,3,female,18.0,2,0,42.97,C,3.0,0,1
473,1,female,33.0,2,0,157.63,Q,3.0,0,1
474,3,male,1.0,2,1,13.89,S,4.0,0,0
475,3,female,28.0,2,0,49.86,C,3.0,0,1
476,3,male,27.0,1,0,15.82,S,2.0,0,0
477,1,female,12.0,1,1,243.31124999999997,Q,3.0,0,1
478,3,male,18.0,1,1,33.47,S,3.0,0,0
479,3,male,41.0,1,0,22.5,S,2.0,0,0
480,3,female,33.0,1,0,7.39,C,2.0,0,0
481,3,male,31.0,0,0,58.92,C,1.0,1,0
482,3,female,34.0,0,0,41.66,C,1.0,1,1
483,2,male,31.0,2,0,112.06,Q,3.0,0,0
484,3,male,46.0,0,0,59.95,S,1.0,1,0
485,3,male,32.0,1,0,26.56,S,2.0,0,0
486,3,male,11.0,3,0,19.01,C,4.0,0,0
